Species,Dataset,File Name,Tetracycline,Ampicillin,Amoxicillin-Clavulanic acid,Cefoxitin,Ceftiofur,Gentamicin,Ceftriaxone,clusters,split
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295540.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295541.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295542.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295543.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295544.fna,R,S,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295545.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295546.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295547.fna,R,S,S,S,S,S,S,87,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295548.fna,R,S,S,S,S,S,S,87,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295549.fna,R,S,S,S,S,S,S,87,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295550.fna,S,S,S,S,S,S,S,18,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295551.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295552.fna,R,R,S,S,S,R,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295553.fna,S,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295554.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295555.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295556.fna,R,R,R,R,R,R,I,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295557.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295558.fna,S,S,S,S,S,S,S,23,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295559.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295560.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295561.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295562.fna,R,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295563.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295564.fna,R,S,S,S,S,S,S,96,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295565.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295566.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295567.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295568.fna,S,R,I,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295569.fna,R,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295570.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295571.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295572.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295573.fna,S,S,S,I,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295574.fna,S,S,S,I,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295575.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295576.fna,R,R,S,S,S,R,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295577.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295578.fna,S,S,S,S,S,S,S,50,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295579.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295580.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295581.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295582.fna,S,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295583.fna,S,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295584.fna,R,R,S,S,S,R,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295585.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295586.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295587.fna,S,S,S,S,S,S,S,91,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295588.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295589.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295590.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295591.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295592.fna,R,S,S,S,S,R,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295593.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295594.fna,S,R,S,S,S,R,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295595.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295596.fna,S,S,S,S,S,S,S,184,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295597.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295598.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295599.fna,R,S,S,S,S,R,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295600.fna,R,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295601.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295602.fna,R,S,S,S,S,S,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295603.fna,R,S,S,S,S,S,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295604.fna,R,S,S,S,S,S,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295605.fna,R,S,S,S,S,S,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295606.fna,S,S,S,S,S,S,S,27,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295607.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295608.fna,R,S,S,S,S,S,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295609.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295610.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295611.fna,R,S,S,S,S,R,S,75,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295612.fna,R,S,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295613.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295614.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295615.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295616.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295617.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295618.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295631.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295632.fna,R,R,R,R,R,S,I,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295633.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295634.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295635.fna,R,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295636.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295637.fna,R,R,S,S,S,R,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295638.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295639.fna,R,R,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295640.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295641.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295642.fna,R,R,R,R,R,R,R,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295643.fna,R,R,R,R,R,R,R,104,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295644.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295645.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295646.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295647.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295648.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295649.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295650.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295651.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295652.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295653.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295654.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295655.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295656.fna,R,S,S,S,S,S,S,76,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295657.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295658.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295659.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295660.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295661.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295662.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295663.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295664.fna,R,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295665.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295666.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295667.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295668.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295669.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295670.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295671.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295672.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295673.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295674.fna,R,S,S,S,S,R,S,56,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295675.fna,R,S,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295676.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295677.fna,R,S,S,S,S,S,S,12,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295678.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295679.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295680.fna,R,S,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295681.fna,S,S,S,S,S,S,S,168,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295682.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295683.fna,R,S,S,S,S,S,S,76,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295684.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295685.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295686.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295687.fna,R,R,S,S,S,R,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295688.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295689.fna,R,S,S,S,S,S,S,54,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295690.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295691.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295692.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295693.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295694.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295695.fna,R,R,R,I,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295696.fna,R,S,S,S,S,S,S,76,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295697.fna,R,R,S,S,S,R,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295698.fna,R,S,S,S,S,S,S,163,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295699.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295700.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295701.fna,R,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295702.fna,R,S,S,S,S,S,S,31,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295703.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295704.fna,S,R,I,S,S,R,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295705.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295706.fna,R,R,S,S,I,S,I,141,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295707.fna,R,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295708.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295709.fna,R,S,S,S,S,R,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295710.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295711.fna,R,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295712.fna,S,R,R,R,R,S,R,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295713.fna,R,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295714.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295715.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295716.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295717.fna,R,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295718.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295719.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295720.fna,R,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295721.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295722.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295723.fna,S,S,S,S,S,R,S,116,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295724.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295725.fna,R,S,S,S,S,S,S,92,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295726.fna,R,S,S,S,S,S,S,94,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295727.fna,R,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295728.fna,S,R,R,R,R,S,R,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295729.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295730.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295731.fna,R,S,S,S,S,S,S,31,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295732.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295733.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295734.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295735.fna,R,R,R,R,R,R,R,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295736.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295737.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295738.fna,R,S,S,S,S,S,S,65,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295739.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295740.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295741.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295742.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295743.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295744.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295745.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295746.fna,R,S,S,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295747.fna,R,R,R,R,R,S,R,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295748.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295749.fna,R,R,S,S,S,R,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295750.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295751.fna,R,R,S,S,S,R,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295752.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295753.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295754.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295755.fna,R,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295756.fna,R,S,S,S,S,S,S,8,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295757.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295758.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295759.fna,R,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295760.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295761.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295762.fna,R,S,S,S,S,S,S,69,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295763.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295764.fna,R,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295765.fna,R,R,R,R,R,S,I,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295766.fna,R,S,S,S,S,S,S,8,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295767.fna,R,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295768.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295769.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295770.fna,R,S,S,S,S,S,S,31,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295771.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295772.fna,R,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295773.fna,R,S,S,S,S,S,S,90,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295774.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295775.fna,R,S,S,S,S,R,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295776.fna,S,R,R,I,R,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295777.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295778.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295779.fna,R,S,S,S,S,S,S,185,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295780.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295781.fna,R,R,R,I,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295782.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295783.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295784.fna,R,S,S,S,S,S,S,63,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295785.fna,R,S,S,S,S,S,S,45,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295786.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295787.fna,S,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295788.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295789.fna,R,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295790.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295791.fna,R,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295792.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295793.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295794.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295795.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295796.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295797.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295798.fna,R,S,S,S,S,R,S,105,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295799.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295800.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295801.fna,R,R,S,S,S,R,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295802.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295803.fna,R,S,S,I,S,S,S,144,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295804.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295805.fna,R,S,S,S,S,S,S,33,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295806.fna,R,S,S,S,S,S,S,102,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295807.fna,R,S,S,S,S,S,S,24,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3295808.fna,R,S,S,S,S,S,S,6,train
