Species,Project Number,Database,ID,Link,Study DOI
Staphylococcus aureus,Not available,PACTRIC,1280.32328,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32329,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32331,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32332,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32333,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32334,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32335,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32336,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32337,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32338,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32339,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32341,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32342,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32343,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32344,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32345,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32346,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32347,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32348,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32349,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32587,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32588,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32589,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32591,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32592,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32593,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32594,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32595,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32596,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32597,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32598,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32599,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32601,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32602,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32603,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32604,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32605,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32606,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32607,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32608,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32609,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32611,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32612,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32613,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32614,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32615,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32616,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32617,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32618,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32619,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32621,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32622,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32623,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32624,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32625,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32626,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32627,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32628,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32629,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32631,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32632,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32634,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32635,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32636,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32984,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32985,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32987,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32988,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32989,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32992,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32993,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32994,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32995,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32996,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32997,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32998,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.32999,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33001,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33002,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33003,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33004,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33005,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33006,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33011,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33016,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33017,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33018,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33019,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33021,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33022,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33023,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33024,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33025,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33026,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33027,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33028,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33029,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33031,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33032,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33033,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33034,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33035,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33036,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33037,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33038,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33039,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33041,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33042,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33043,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33044,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33045,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33275,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33276,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33277,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33278,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33279,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33281,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33282,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33283,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33284,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33285,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33286,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33287,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33288,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33289,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33291,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33292,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33293,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33294,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33295,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33296,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33297,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33298,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33299,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33301,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33302,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33303,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33304,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33305,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33306,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33307,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33308,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33309,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33311,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33312,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33313,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33314,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33315,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33316,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33317,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33318,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33319,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33321,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33322,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33323,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33324,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33325,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33326,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33327,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33328,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33329,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33331,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33332,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33333,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33334,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33335,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33336,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33337,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33338,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33339,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33341,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33342,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33343,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33344,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33345,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33346,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33347,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33348,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33349,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33351,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33352,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33353,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
Staphylococcus aureus,Not available,PACTRIC,1280.33354,https://ngdc.cncb.ac.cn/databasecommons/database/id/230,https://doi.org/10.1002/minf.202300263
